Municipality,Place Name,Suburb,Latitude,Longitude,Sports Played,Number of Field Courts,Field Surface Type,Facility Condition,Changerooms,Address,Facility Name,Historical Information,Url,Categories
Moreland City Council,Reddish Reserve,Hadfield,-37.710104,144.952212,Soccer,2.0,Grass,4. Good,"Male, Umpire/Officials",Domain Street Hadfield 3046,,,,"['Moreland City Council', 'Hadfield', 'Sports', 'Soccer']"
Moreland City Council,Futsal Oz - Victoria Street Stadium,Brunswick,-37.765721,144.95476400000000,Soccer (Indoor Soccer / Futsal),2.0,,,,407-409 Victoria Street Brunswick 3056,,,,"['Moreland City Council', 'Brunswick', 'Sports', 'Soccer']"
Moreland City Council,Coburg Olympic Swimming Pool,Coburg,-37.735005,144.974475,Swimming,,"50m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool",3. Average,"Female, Male, Unisex",Murray Road Coburg 3058,,,,"['Moreland City Council', 'Coburg', 'Sports', 'Swimming']"
Moreland City Council,Oak Park Aquatic Centre,Oak Park,-37.724024,144.921353,Swimming,,"25m Pool - Outdoor, 50m Pool - Outdoor, Recreation / Play Water Space",3. Average,"Female, Male, Unisex",Main Street Oak Park 3046,,,,"['Moreland City Council', 'Oak Park', 'Sports', 'Swimming']"
Moreland City Council,Pascoe Vale Outdoor Pool,Pascoe Vale,-37.729037,144.936649,Swimming,,"30m Pool - Outdoor, Childrens Learning Pool, Diving Pool, Toddlers Pool",4. Good,"Female, Male",Prospect Street Pascoe Vale 3044,,,,"['Moreland City Council', 'Pascoe Vale', 'Sports', 'Swimming']"
Moreland City Council,Coburg Table Tennis Club,Coburg,-37.735255,144.973498,Table Tennis,,,4. Good,"Female, Male",Murray Road Coburg 3058,,,,"['Moreland City Council', 'Coburg', 'Sports', 'Table Tennis']"
Moreland City Council,Coburg East Tennis Club,Coburg,-37.741394,144.971996,Tennis (Outdoor),6.0,Artificial Turf,1. Very Poor,,Bell Street Coburg 3058,,,,"['Moreland City Council', 'Coburg', 'Sports', 'Tennis']"
Moreland City Council,Corpus Christi Tennis Club,Glenroy,-37.702869,144.922583,Tennis (Outdoor),3.0,Artificial Turf,,,Cromwell Street Glenroy 3046,,,,"['Moreland City Council', 'Glenroy', 'Sports', 'Tennis']"
Moreland City Council,Fraser Reserve Tennis Courts,Brunswick West,-37.755162,144.935575,Tennis (Outdoor),2.0,,5. Very Good,"Female, Male",Hopetoun Avenue Brunswick West 3055,,,,"['Moreland City Council', 'Brunswick West', 'Sports', 'Tennis']"
Moreland City Council,Gowanbrae Multipurpose Courts,Gowanbrae,-37.705553,144.892191,Tennis (Outdoor),2.0,Plexipave,5. Very Good,,13 Bluebell Crescent Gowanbrae 3043,,,,"['Moreland City Council', 'Gowanbrae', 'Sports', 'Tennis']"
Moreland City Council,Hadfield Tennis Club,Hadfield,-37.708941,144.942283,Tennis (Outdoor),6.0,"Artificial Turf, Rebound Ace",4. Good,"Female, Male",21 Charles Street Hadfield 3046,,,,"['Moreland City Council', 'Hadfield', 'Sports', 'Tennis']"
Moreland City Council,West Brunswick Tennis Club,Brunswick,-37.765288,144.951271,Tennis (Outdoor),6.0,Artificial Turf,4. Good,"Female, Male",425 Victoria Street Brunswick 3056,,,,"['Moreland City Council', 'Brunswick', 'Sports', 'Tennis']"
Manningham City Council,Colman Park,South Warrandyte,-37.766266,145.237667,Australian Rules Football,1.0,Grass,4. Good,Male,64-76 Croydon Road South Warrandyte 3134,,,,"['Manningham City Council', 'South Warrandyte', 'Sports', 'Football']"
Manningham City Council,Domeney Reserve,Park Orchards,-37.774361,145.218816,Australian Rules Football,1.0,Grass,5. Very Good,"Female, Male, Umpire/Officials",Knees Road Park Orchards 3114,,,,"['Manningham City Council', 'Park Orchards', 'Sports', 'Football']"
Manningham City Council,Doncaster Reserve,East Doncaster,-37.788628,145.15131600000000,Australian Rules Football,1.0,Grass,4. Good,"Umpire/Officials, Unisex",Leeds Street East Doncaster 3109,,,,"['Manningham City Council', 'East Doncaster', 'Sports', 'Football']"
Manningham City Council,Donvale Reserve,Donvale,-37.79443,145.175822,Australian Rules Football,1.0,Grass,3. Average,Male,Mitcham Road Donvale 3111,,,,"['Manningham City Council', 'Donvale', 'Sports', 'Football']"
Manningham City Council,Koonung Park,Blackburn North,-37.778417,145.087885,Australian Rules Football,1.0,Grass,2. Poor,Male,Furneax Grove Blackburn North 3130,,,,"['Manningham City Council', 'Blackburn North', 'Sports', 'Football']"
Manningham City Council,Marcellin College,Bulleen,-37.774856,145.08208,Australian Rules Football,1.0,Grass,,,Bulleen Road Bulleen 3105,,,,"['Manningham City Council', 'Bulleen', 'Sports', 'Football']"
Manningham City Council,Schramms Reserve,Doncaster,-37.782533,145.13363600000000,Australian Rules Football,2.0,Grass,5. Very Good,Male,JJ Tully Drive Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Football']"
Manningham City Council,Serpells Community Reserve,Templestowe,-37.76999,145.152431,Australian Rules Football,1.0,Grass,,,Burleigh Drive Templestowe 3106,,,,"['Manningham City Council', 'Templestowe', 'Sports', 'Football']"
Manningham City Council,Ted Ajani Reserve,Lower Templestowe,-37.768042,145.106722,Australian Rules Football,1.0,Grass,5. Very Good,"Male, Umpire/Officials",Thompsons Road Lower Templestowe 3107,,,,"['Manningham City Council', 'Lower Templestowe', 'Sports', 'Football']"
Manningham City Council,Warrandyte Reserve,Warrandyte,-37.745651,145.208599,Australian Rules Football,2.0,Grass,2. Poor,"Female, Male",Taroona Avenue Warrandyte 3113,,,,"['Manningham City Council', 'Warrandyte', 'Sports', 'Football']"
Manningham City Council,Doncaster Badminton Centre,Doncaster,-37.78571,145.131872,Badminton,6.0,Wooden Gymnasium,4. Good,"Female, Male",Hummel Way Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Badminton']"
Manningham City Council,Manningham Donvale Indoor Sports Centre,Springvale,-37.799435,145.177737,Badminton,,Wooden Gymnasium,5. Very Good,Unisex,360 Springvale Road Springvale 3171,,,,"['Manningham City Council', 'Springvale', 'Sports', 'Badminton']"
Manningham City Council,Deep Creek Reserve,East Doncaster,-37.75117,145.174676,Baseball,1.0,Grass,4. Good,Unisex,Warrandyte Road East Doncaster 3109,,,,"['Manningham City Council', 'East Doncaster', 'Sports', 'Baseball']"
Manningham City Council,Park Orchards Community Centre,Park Orchards,-37.778933,145.215429,Basketball,1.0,Wooden Gymnasium,4. Good,"Female, Male",Bowmore Avenue Park Orchards 3114,,,,"['Manningham City Council', 'Park Orchards', 'Sports', 'Basketball']"
Manningham City Council,Templestowe Heights Primary School,Templestowe,-37.766629,145.120015,Basketball,1.0,Wooden Gymnasium,3. Average,,High Street Templestowe 3106,,,,"['Manningham City Council', 'Templestowe', 'Sports', 'Basketball']"
Manningham City Council,The Veneto Club,Bulleen,-37.772202,145.077675,Basketball,1.0,Wooden Gymnasium,,,191 Bulleen Road Bulleen 3105,,,,"['Manningham City Council', 'Bulleen', 'Sports', 'Basketball']"
Manningham City Council,Boronia Grove Reserve,East Doncaster,-37.799118,145.152792,Cricket,1.0,Synthetic Pitch,3. Average,,Leeds Street East Doncaster 3109,,,,"['Manningham City Council', 'East Doncaster', 'Sports', 'Cricket']"
Manningham City Council,Burgundy Drive Reserve,Doncaster,-37.779498,145.118803,Cricket,1.0,Concrete Pitch,,,Burgundy Drive Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Cricket']"
Manningham City Council,Eastern Golf Club,Doncaster,-37.786687,145.113026,Golf,18.0,18 Hole Course - Private,,,Doncaster Road Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Golf']"
Manningham City Council,Yarra Valley Country Club,Bulleen,-37.75729000000000,145.08418800000000,Golf,9.0,9 Hole Course - Public,,,Templestowe Road Bulleen 3105,,,,"['Manningham City Council', 'Bulleen', 'Sports', 'Golf']"
Manningham City Council,Mullum Mullum Reserve,Donvale,-37.767084,145.18440900000000,Hockey,1.0,Artificial Turf,4. Good,Unisex,Springvale Road Donvale 3111,,,,"['Manningham City Council', 'Donvale', 'Sports', 'Hockey']"
Manningham City Council,Trinity Grammar Sports Ground,Bulleen,-37.773272,145.085455,Hockey,1.0,Artificial Turf,,,Barak Street Bulleen 3105,,,,"['Manningham City Council', 'Bulleen', 'Sports', 'Hockey']"
Manningham City Council,Anderson Park,Donvale,-37.765054,145.170166,Soccer,3.0,Grass,5. Very Good,"Female, Male, Umpire/Officials, Unisex",Andersons Creek Road Donvale 3111,,,,"['Manningham City Council', 'Donvale', 'Sports', 'Soccer']"
Manningham City Council,Park Avenue Reserve,Doncaster,-37.784724,145.101257,Soccer,1.0,Grass,4. Good,"Male, Umpire/Officials",Parker Avenue Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Soccer']"
Manningham City Council,Petty's Reserve,Templestowe,-37.760723,145.151832,Soccer,1.0,Grass,4. Good,,Reynolds Road Templestowe 3106,,,,"['Manningham City Council', 'Templestowe', 'Sports', 'Soccer']"
Manningham City Council,Westerfolds Sports Centre,Templestowe,-37.756966,145.124166,Squash / Racquetball,8.0,,,,2 Swilk Street Templestowe 3106,,,,"['Manningham City Council', 'Templestowe', 'Sports', 'Squash']"
Manningham City Council,Doncaster Tennis Club,Doncaster,-37.787693,145.139593,Tennis (Outdoor),2.0,Artificial Turf,4. Good,"Female, Male",Doncaster Road Doncaster 3108,,,,"['Manningham City Council', 'Doncaster', 'Sports', 'Tennis']"
Manningham City Council,Hillcrest Tennis Club,Donvale,-37.801927,145.195356,Tennis (Outdoor),1.0,Plexipave,4. Good,,Lisbeth Avenue Donvale 3111,,,,"['Manningham City Council', 'Donvale', 'Sports', 'Tennis']"
Manningham City Council,Park Orchards Reserve,Park Orchards,-37.778469,145.21406000000000,Tennis (Outdoor),6.0,Artificial Turf,4. Good,"Female, Male",Granard Avenue Park Orchards 3114,,,,"['Manningham City Council', 'Park Orchards', 'Sports', 'Tennis']"
Melbourne City Council,Princess Hill Primary School,Princes Hill,-37.780992,144.962781,Soccer (Indoor Soccer / Futsal),1.0,,,,Pigdon Street Princes Hill,,,,"['Melbourne City Council', 'Princes Hill', 'Sports', 'Soccer']"
Melbourne City Council,Etihad,Melbourne,-37.816543,144.947118,Australian Rules Football,1.0,Grass,,,Bourke Street Melbourne,,,,"['Melbourne City Council', 'Melbourne', 'Sports', 'Football']"
Melbourne City Council,Fawkner Park,South Yarra,-37.8404,144.981583,Australian Rules Football,2.0,Grass,4. Good,"Umpire/Officials, Unisex",Pasley Street North South Yarra,,,,"['Melbourne City Council', 'South Yarra', 'Sports', 'Football']"
Melbourne City Council,Goschs Paddock,Richmond,-37.825859,144.986675,Australian Rules Football,,Grass,,,Punt Road Richmond,,,,"['Melbourne City Council', 'Richmond', 'Sports', 'Football']"
Melbourne City Council,JJ Holland Park,South Kensington,-37.797812,144.924151,Australian Rules Football,1.0,Artificial Turf,5. Very Good,"Female, Male, Umpire/Officials",Kensington Road South Kensington,,,,"['Melbourne City Council', 'South Kensington', 'Sports', 'Football']"
Melbourne City Council,North Melbourne Football Ground,North Melbourne,-37.799036,144.941247,Australian Rules Football,1.0,Grass,5. Very Good,"Female, Male, Umpire/Officials",Arden Street North Melbourne,,,,"['Melbourne City Council', 'North Melbourne', 'Sports', 'Football']"
Melbourne City Council,Princes Park,Parkville,-37.785105,144.960662,Australian Rules Football,2.0,Grass,3. Average,"Female, Male, Umpire/Officials",Royal Parade Parkville,,,,"['Melbourne City Council', 'Parkville', 'Sports', 'Football']"
Melbourne City Council,Carlton Baths Community Centre,Carlton,-37.792875,144.969005,Badminton,,,,,248 Rathdowne Street Carlton,,,,"['Melbourne City Council', 'Carlton', 'Sports', 'Badminton']"
Melbourne City Council,Kensington Community Recreation Centre,Kensington,-37.796187,144.924603,Basketball,1.0,Wooden Gymnasium,3. Average,"Female, Male",Altona Street Kensington,,,,"['Melbourne City Council', 'Kensington', 'Sports', 'Basketball']"
Melbourne City Council,North Melbourne Community Centre,North Melbourne,-37.793231,144.939922,Basketball,,Wooden Gymnasium,1. Very Poor,"Female, Male",53 Buncle Street North Melbourne,,,,"['Melbourne City Council', 'North Melbourne', 'Sports', 'Basketball']"
Melbourne City Council,Kings Domain,South Yarra,-37.83272,144.975563,Cricket,1.0,Turf Pitch,3. Average,Unisex,Domain Road South Yarra,,,,"['Melbourne City Council', 'South Yarra', 'Sports', 'Cricket']"
Melbourne City Council,Newmarket Reserve,Flemington,-37.788141,144.923465,Cricket,1.0,Turf Pitch,2. Poor,"Female, Male",Smithfield Road Flemington,,,,"['Melbourne City Council', 'Flemington', 'Sports', 'Cricket']"
Melbourne City Council,Beaurepaire Hockey Field,Carlton,-37.795471,144.961432,Hockey,1.0,Artificial Turf,,,Tin Alley Carlton 3053,,,,"['Melbourne City Council', 'Carlton', 'Sports', 'Hockey']"
Melbourne City Council,Flagstaff Gardens,Melbourne,-37.809912,144.95443,Netball,2.0,Synthetic,2. Poor,,William Street Melbourne,,,,"['Melbourne City Council', 'Melbourne', 'Sports', 'Netball']"
Melbourne City Council,AAMI Park,Melbourne,-37.824674,144.981926,Rugby League,1.0,Grass,,,Olympic Boulevard Melbourne,,,,"['Melbourne City Council', 'Melbourne', 'Sports', 'Rugby']"
Melbourne City Council,Melbourne International Shooting Club,Port Melbourne,-37.8295,144.913757,Shooting Sports,,,,,Todd Road Port Melbourne 3207,,,,"['Melbourne City Council', 'Port Melbourne', 'Sports', 'Shooting']"
Melbourne City Council,Carlton Gardens Tennis Club,Melbourne,-37.802325,144.97286,Tennis (Outdoor),4.0,Artificial Turf,4. Good,"Female, Male",11 Nicholson Street Melbourne,,,,"['Melbourne City Council', 'Melbourne', 'Sports', 'Tennis']"
Melbourne City Council,Kensington Banks Tennis Club,Kensington,-37.79453400000000,144.915836,Tennis (Outdoor),3.0,Artificial Turf,3. Average,,Speakman Street Kensington,,,,"['Melbourne City Council', 'Kensington', 'Sports', 'Tennis']"
Frankston City Council,Baden Powell Reserve,Franskton South,-38.172133,145.10854800000000,Australian Rules Football,1.0,Grass,3. Average,"Male, Umpire/Officials",Baden Powell Drive Franskton South 3199,,,,"['Frankston City Council', 'Franskton South', 'Sports', 'Football']"
Frankston City Council,Belvedere Reserve,Seaford,-38.105502,145.157131,Australian Rules Football,3.0,Grass,,"Female, Male, Umpire/Officials",East Road Seaford 3198,,,,"['Frankston City Council', 'Seaford', 'Sports', 'Football']"
Frankston City Council,Bruce Park,Frankston,-38.161909,145.13902,Australian Rules Football,1.0,Grass,4. Good,Male,Bondi Avenue Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Football']"
Frankston City Council,Carrum Downs Recreation Reserve,Carrum Downs,-38.085777,145.188365,Australian Rules Football,2.0,Grass,4. Good,Male,Wedge Road Carrum Downs 3201,,,,"['Frankston City Council', 'Carrum Downs', 'Sports', 'Football']"
Frankston City Council,Eric Bell Reserve,Frankston North,-38.124842,145.147295,Australian Rules Football,1.0,Grass,5. Very Good,Male,Forest Drive Frankston North 3200,,,,"['Frankston City Council', 'Frankston North', 'Sports', 'Football']"
Frankston City Council,Lloyd Park,Langwarrin,-38.14872800000000,145.19069200000000,Australian Rules Football,2.0,Grass,4. Good,"Female, Male",Cranbourne Road Langwarrin 3910,,,,"['Frankston City Council', 'Langwarrin', 'Sports', 'Football']"
Frankston City Council,Overport Park,Frankston South,-38.18305,145.12164200000000,Australian Rules Football,2.0,Grass,4. Good,Male,Sommerset Road Frankston South 3199,,,,"['Frankston City Council', 'Frankston South', 'Sports', 'Football']"
Frankston City Council,Frankston South Recreation Centre,Frankston South,-38.161161,145.127307,Badminton,,Wooden Flooring,,,55 Towerhill Road Frankston South 3199,,,,"['Frankston City Council', 'Frankston South', 'Sports', 'Badminton']"
Frankston City Council,Botany Park Recreation Reserve,Carrum Downs,-38.109486,145.174562,Baseball,1.0,Grass,4. Good,Male,Shearwater Drive Carrum Downs 3201,,,,"['Frankston City Council', 'Carrum Downs', 'Sports', 'Baseball']"
Frankston City Council,Robinsons Park,Frankston,-38.174494,145.159577,Baseball,4.0,Grass,,,Robinsons Road Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Baseball']"
Frankston City Council,Frankston Basketball Stadium,Seaford,-38.120135,145.133833,Basketball,6.0,Wooden Gymnasium,3. Average,"Female, Male, Umpire/Officials",Bardia Avenue Seaford 3198,,,,"['Frankston City Council', 'Seaford', 'Sports', 'Basketball']"
Frankston City Council,Langwarren Basketball Stadium (Elizabeth Murdoch college),Langwarrin,-38.158699,145.190719,Basketball,1.0,Wooden Gymnasium,,"Female, Male",80 Warrandyte Road Langwarrin 3910,,,,"['Frankston City Council', 'Langwarrin', 'Sports', 'Basketball']"
Frankston City Council,Delacombe Park Reserve,Frankston South,-38.161917,145.126653,Cricket,2.0,Synthetic Pitch,3. Average,Male,Overport Road Frankston South 3199,,,,"['Frankston City Council', 'Frankston South', 'Sports', 'Cricket']"
Frankston City Council,Frank Street Reserve,Frankston,-38.14059,145.14426,Cricket,1.0,Synthetic Pitch,,,Frank Street Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Cricket']"
Frankston City Council,Seaford North Reserve,Seaford,-38.10172100000000,145.12982,Cricket,2.0,Synthetic Pitch,,Male,Railway Parade Seaford 3198,,,,"['Frankston City Council', 'Seaford', 'Sports', 'Cricket']"
Frankston City Council,Skye Recreation Reserve,Skye,-38.119555,145.219484,Cricket,1.0,Synthetic Pitch,4. Good,Male,Ballarto Road Skye 3977,,,,"['Frankston City Council', 'Skye', 'Sports', 'Cricket']"
Frankston City Council,Centenary Park Golf Course,Frankston,-38.132541,145.175905,Golf,18.0,18 Hole Course - Public,3. Average,,McClelland Drive Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Golf']"
Frankston City Council,Sandhurst Club,Sandhurst,-38.078886,145.210718,Golf,36.0,18 Hole Course - Private,,,75 Sandhurst Boulevard Sandhurst 3977,,,,"['Frankston City Council', 'Sandhurst', 'Sports', 'Golf']"
Frankston City Council,Skye Public Golf Course,Skye,-38.11701400000000,145.210521,Golf,9.0,9 Hole Course - Public,,,Ballarto Road Skye 3977,,,,"['Frankston City Council', 'Skye', 'Sports', 'Golf']"
Frankston City Council,Frankston Clay Target Club,Carrum Downs,-38.080355,145.16559000000000,Shooting Sports,1.0,,,,Rossiter Road Carrum Downs 3201,,,,"['Frankston City Council', 'Carrum Downs', 'Sports', 'Shooting']"
Frankston City Council,Centenary Park,Frankston,-38.139322,145.175856,Soccer,3.0,Grass,3. Average,Male,McClelland Drive Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Soccer']"
Frankston City Council,Lawton Reserve,Langwarrin,-38.183784,145.17905,Soccer,5.0,Grass,4. Good,"Female, Male",Barretts Road Langwarrin 3910,,,,"['Frankston City Council', 'Langwarrin', 'Sports', 'Soccer']"
Frankston City Council,Monterey Reserve,Frankston North,-38.120941,145.151443,Soccer,3.0,Grass,3. Average,"Female, Male",Monterey Boulevard Frankston North 3200,,,,"['Frankston City Council', 'Frankston North', 'Sports', 'Soccer']"
Frankston City Council,Frankston Regional Aquatic Health & Wellbeing Centre,Frankston,-38.153112,145.146219,Swimming,,,,,Hillcrest Road Frankston 3199,,,,"['Frankston City Council', 'Frankston', 'Sports', 'Swimming']"
Frankston City Council,Pines Forest,Frankston North,-38.123694,145.150925,Swimming,2.0,"50m Pool - Outdoor, Toddlers Pool",3. Average,"Female, Male",Forest Drive Frankston North 3200,,,,"['Frankston City Council', 'Frankston North', 'Sports', 'Swimming']"
